,video,start,end,subtitle,include
14584,IuVo4fnpLC8,"00:01:45,771","00:01:47,574",nor have most Republicans.,True
14585,IuVo4fnpLC8,"00:01:31,591","00:01:34,127",You're supposed to forcefully denounce coups,True
14586,IuVo4fnpLC8,"00:14:42,147","00:14:46,151","um, just coming up with, just all sorts of crazy stuff.",False
14587,IuVo4fnpLC8,"00:06:15,474","00:06:17,509",and delivered to the board of elections later.,True
14588,IuVo4fnpLC8,"00:12:23,875","00:12:25,911",a single whiteboard in Jared's office,True
14589,IuVo4fnpLC8,"00:08:03,982","00:08:06,018",what they're actually filing in court.,True
14590,IuVo4fnpLC8,"00:06:17,509","00:06:20,212","So, the maximum number that could've had",True
14591,IuVo4fnpLC8,"00:16:56,247","00:16:58,684","Not only, of those that he's attacked, but also,",True
14592,IuVo4fnpLC8,"00:10:46,978","00:10:48,413","because we thought it was funny.""",True
14593,IuVo4fnpLC8,"00:13:08,019","00:13:12,724","The battle of righteousness versus Satan. Yes, Satan.",False
14594,IuVo4fnpLC8,"00:05:36,636","00:05:38,938",calling Bill de Blasio a bitch on Twitter?,True
14595,IuVo4fnpLC8,"00:02:36,588","00:02:38,357",and Obama had Trump in the White House,True
14596,IuVo4fnpLC8,"00:04:07,980","00:04:11,150",And he went in big on one example in particular.,True
14597,IuVo4fnpLC8,"00:15:24,756","00:15:27,125","And to be clear, people who are that angry",True
14598,IuVo4fnpLC8,"00:06:30,089","00:06:33,125",involved a poll worker in Nevada who Fox gave,True
14599,IuVo4fnpLC8,"00:05:13,913","00:05:15,881",-For Biden. -REPORTER I see.,False
14600,IuVo4fnpLC8,"00:06:13,806","00:06:15,474",they were postmarked November rd,True
14601,IuVo4fnpLC8,"00:17:35,988","00:17:37,856",things are going to suck for a while.,True
14602,IuVo4fnpLC8,"00:05:38,938","00:05:40,940",I really hope so.,True
14603,IuVo4fnpLC8,"00:11:42,635","00:11:44,936",the election's outcome is that Biden is not getting,True
14604,IuVo4fnpLC8,"00:14:48,686","00:14:49,621",Yes.,False
14605,IuVo4fnpLC8,"00:01:06,598","00:01:08,835",Trump is still refusing to concede.,True
14606,IuVo4fnpLC8,"00:08:35,447","00:08:37,649","And if it helps here, let me just head-off",True
14607,IuVo4fnpLC8,"00:05:31,897","00:05:33,465",I wonder what else they have in common.,True
14608,IuVo4fnpLC8,"00:16:50,141","00:16:52,878","Which is pathetic, dangerous and many ways,",True
14609,IuVo4fnpLC8,"00:01:53,846","00:01:55,547","Let's not have any lectures,",False
14610,IuVo4fnpLC8,"00:09:04,743","00:09:06,145",changed votes even though,True
14611,IuVo4fnpLC8,"00:10:25,357","00:10:27,559",Forty Fort without being fully aware,True
14612,IuVo4fnpLC8,"00:06:50,243","00:06:52,378",Megan Mullaly undergoing an exorcism.,True
14613,IuVo4fnpLC8,"00:05:57,656","00:05:58,824",to make it appear as though,True
14614,IuVo4fnpLC8,"00:14:38,944","00:14:42,147",people are adding fraudulent votes or...,False
14615,IuVo4fnpLC8,"00:06:52,378","00:06:53,646",But I'll let her continue.,True
14616,IuVo4fnpLC8,"00:00:28,895","00:00:31,230",with the turtle mafia while trying to disguise itself,True
14617,IuVo4fnpLC8,"00:07:36,789","00:07:39,157",and slowly put on their disguises in the lobby.,True
14618,IuVo4fnpLC8,"00:00:36,168","00:00:41,274",According to experts...,True
14619,IuVo4fnpLC8,"00:07:46,064","00:07:51,403",all they've received is...,True
14620,IuVo4fnpLC8,"00:03:23,102","00:03:25,505",about dead voters. If your uncle is a nightmare,True
14621,IuVo4fnpLC8,"00:02:20,740","00:02:22,074",Whose truck is that?,True
14622,IuVo4fnpLC8,"00:12:19,238","00:12:21,140",to be able to talk to the old team.,True
14623,IuVo4fnpLC8,"00:05:55,654","00:05:57,656",were being backdated on mail-in ballots,True
14624,IuVo4fnpLC8,"00:06:27,920","00:06:30,089",But perhaps the strangest whistleblower accusation,True
14625,IuVo4fnpLC8,"00:03:53,800","00:03:56,335","were just two rats squished around a used condom,",True
14626,IuVo4fnpLC8,"00:02:33,452","00:02:36,588","Hillary formally conceded the day after the election,",True
14627,IuVo4fnpLC8,"00:12:16,435","00:12:19,238","you really want the new team handling the pandemic,",True
14628,IuVo4fnpLC8,"00:11:49,975","00:11:52,111",And then of course there is this.,False
14629,IuVo4fnpLC8,"00:15:37,803","00:15:40,105","And most importantly, Trump himself.",True
14630,IuVo4fnpLC8,"00:12:10,896","00:12:13,632",Yeah! And that's not great.,True
14631,IuVo4fnpLC8,"00:07:41,093","00:07:44,263","Also, that woman hasn't yet filed a formal complaint.",True
14632,IuVo4fnpLC8,"00:02:42,195","00:02:43,929",for Trump's indefensible behavior,True
14633,IuVo4fnpLC8,"00:05:00,366","00:05:02,701","as Mrs. James E. Blalock, Jr.,",False
14634,IuVo4fnpLC8,"00:14:49,621","00:14:51,757","""You are manipulating the vote.""",False
14635,IuVo4fnpLC8,"00:08:16,461","00:08:18,197","Instead, they're either allegations from people",True
14636,IuVo4fnpLC8,"00:07:28,914","00:07:31,183",against the side of a van which had their logo on it.,True
14637,IuVo4fnpLC8,"00:00:53,719","00:00:55,588",we have to talk about this asshole,True
14638,IuVo4fnpLC8,"00:05:26,592","00:05:28,794",meaning this -year-old's approach,True
14639,IuVo4fnpLC8,"00:06:06,232","00:06:09,067","And while is he now insisting that he stands by his initial statements,",True
14640,IuVo4fnpLC8,"00:04:18,591","00:04:21,160","like James Blalock of Covington, Georgia.",False
14641,IuVo4fnpLC8,"00:06:35,694","00:06:38,598",I went out to go for a walk on my break,False
14642,IuVo4fnpLC8,"00:07:11,730","00:07:14,032",and drawing on them or marking them.,False
14643,IuVo4fnpLC8,"00:01:34,127","00:01:36,162",and look the other way if the CIA does one,True
14644,IuVo4fnpLC8,"00:00:27,526","00:00:28,895",It looks like he got into some trouble,True
14645,IuVo4fnpLC8,"00:12:25,911","00:12:29,114",with nothing on it except for...,True
14646,IuVo4fnpLC8,"00:02:40,593","00:02:42,195",are trying to defend their support,True
14647,IuVo4fnpLC8,"00:07:44,263","00:07:46,064","According to the Nevada AG's office,",True
14648,IuVo4fnpLC8,"00:09:21,927","00:09:24,630","In fact, as of this taping, one of the few",True
14649,IuVo4fnpLC8,"00:00:09,809","00:00:11,510",but I can't prove otherwise.,True
14650,IuVo4fnpLC8,"00:07:55,007","00:07:57,542",and that has been something of a pattern here.,True
14651,IuVo4fnpLC8,"00:16:36,695","00:16:38,997",this administration will not go to a lockdown.,False
14652,IuVo4fnpLC8,"00:10:18,584","00:10:21,887",but I call bullshit on that because I refuse to believe,True
14653,IuVo4fnpLC8,"00:08:21,166","00:08:23,602",so are questioning some pretty commonplace things,True
14654,IuVo4fnpLC8,"00:03:14,293","00:03:16,829","They wouldn't be going to all this trouble over nothing.""",True
14655,IuVo4fnpLC8,"00:03:43,956","00:03:47,126",Meaning exactly zero were dead people who voted.,True
14656,IuVo4fnpLC8,"00:05:11,510","00:05:13,913",I voted for the Democrats.,False
14657,IuVo4fnpLC8,"00:08:00,746","00:08:03,982",but there then being a huge drop off when it comes to,True
14658,IuVo4fnpLC8,"00:01:55,547","00:01:57,349",no lectures about how the president,False
14659,IuVo4fnpLC8,"00:17:09,161","00:17:12,163",of conspiracy theories that he happily perpetuated.,True
14660,IuVo4fnpLC8,"00:03:11,257","00:03:12,558","of right-wing media, you might think,",True
14661,IuVo4fnpLC8,"00:00:57,223","00:00:58,757",the loser of a presidential election,True
14662,IuVo4fnpLC8,"00:16:00,492","00:16:01,960","And infuriatingly,",True
14663,IuVo4fnpLC8,"00:16:11,870","00:16:17,643","putting Joe Biden at electoral votes, to Trump's.",True
14664,IuVo4fnpLC8,"00:16:29,121","00:16:32,357","Hopefully the, the, uh... whatever happens in the future,",False
14665,IuVo4fnpLC8,"00:05:44,643","00:05:47,146","Leslie Jordan's absolute worst character,",True
14666,IuVo4fnpLC8,"00:03:58,671","00:04:01,140",the next cookie that comes past you.,True
14667,IuVo4fnpLC8,"00:11:31,423","00:11:34,025",that he'll be a power broker going forward. I don't know.,True
14668,IuVo4fnpLC8,"00:02:49,101","00:02:51,804","A question that never ends well,",True
14669,IuVo4fnpLC8,"00:07:26,812","00:07:28,914",of a polling place in broad daylight,True
14670,IuVo4fnpLC8,"00:10:42,608","00:10:45,677","""Wait! What if someone asks why we called it Forty Fort?",True
14671,IuVo4fnpLC8,"00:12:36,688","00:12:39,291",Because it also plays into grim fantasies,True
14672,IuVo4fnpLC8,"00:14:27,632","00:14:29,901",by the chaos engulfing his office.,True
14673,IuVo4fnpLC8,"00:17:37,856","00:17:40,592",But we have to try and repair this damage.,True
14674,IuVo4fnpLC8,"00:15:40,105","00:15:41,139",Who's Twitter feed this week,True
14675,IuVo4fnpLC8,"00:07:03,689","00:07:07,526",There were two men or two people dropping the envelopes.,False
14676,IuVo4fnpLC8,"00:08:59,671","00:09:02,408",debunking stories. The problem is it's endless.,True
14677,IuVo4fnpLC8,"00:02:02,288","00:02:04,757",from the same characters who just spent four years,False
14678,IuVo4fnpLC8,"00:04:50,322","00:04:52,291",He didn't vote.,False
14679,IuVo4fnpLC8,"00:17:33,118","00:17:35,988","But there is a lot of work to do and at least in the short term,",True
14680,IuVo4fnpLC8,"00:07:57,542","00:08:00,746","The Trump team making claims of widespread fraud publicly,",True
14681,IuVo4fnpLC8,"00:05:40,940","00:05:43,309","Then, there were claims from numerous supposed whistleblowers.",True
14682,IuVo4fnpLC8,"00:10:11,043","00:10:13,612",Forty Fort. It feel so good in the mouth.,True
14683,IuVo4fnpLC8,"00:12:49,067","00:12:52,004",My fellow Americans...,False
14684,IuVo4fnpLC8,"00:03:56,335","00:03:58,671",you might well not risk trusting,True
14685,IuVo4fnpLC8,"00:04:55,661","00:04:58,697","using her married name, Newton County confirmed.",False
14686,IuVo4fnpLC8,"00:02:43,929","00:02:49,101",with one senior official saying...,True
14687,IuVo4fnpLC8,"00:16:10,135","00:16:11,870","the final states were called by most outlets,",True
14688,IuVo4fnpLC8,"00:07:23,042","00:07:25,077",The Biden-Harris campaign opened envelopes,True
14689,IuVo4fnpLC8,"00:16:04,963","00:16:09,100","despite the fact that deep down, he knows it's over.",True
14690,IuVo4fnpLC8,"00:02:07,593","00:02:11,430","Okay. First, no one expected Trump to immediately,",True
14691,IuVo4fnpLC8,"00:06:33,125","00:06:35,694",a primetime slot to make her claims.,True
14692,IuVo4fnpLC8,"00:10:33,432","00:10:36,468","And another said, ""Who cares. Let's just call it Forty Fort.""",True
14693,IuVo4fnpLC8,"00:16:23,415","00:16:26,785","Ideally, we won't go to a lockdown. I will not go--",False
14694,IuVo4fnpLC8,"00:14:13,652","00:14:16,421","Last Thursday, two armed men were arrested outside",True
14695,IuVo4fnpLC8,"00:05:48,915","00:05:50,716",asking them to investigate particular claims,True
14696,IuVo4fnpLC8,"00:03:12,558","00:03:14,293","""Well, there must be something here.",True
14697,IuVo4fnpLC8,"00:00:18,651","00:00:21,154",I'm just as disappointed as you about that.,True
14698,IuVo4fnpLC8,"00:10:48,413","00:10:49,548","And everyone quietly muttered,",True
14699,IuVo4fnpLC8,"00:11:07,999","00:11:11,270","And for the record, I have exactly as much evidence",True
14700,IuVo4fnpLC8,"00:14:21,660","00:14:22,861",And one of the city commissioners,True
14701,IuVo4fnpLC8,"00:12:05,324","00:12:08,927",can't share critical COVID vaccine distribution plans,False
14702,IuVo4fnpLC8,"00:06:53,646","00:06:56,315",Basically she claims she saw a Biden-Harris campaign van,True
14703,IuVo4fnpLC8,"00:00:04,804","00:00:06,305","Hi there. Welcome to the show,",True
14704,IuVo4fnpLC8,"00:03:06,919","00:03:08,921",because there are lots of accusations and lawsuits,True
14705,IuVo4fnpLC8,"00:13:20,765","00:13:24,502","""It's not over, till the last punch you have.""",False
14706,IuVo4fnpLC8,"00:17:12,163","00:17:14,633","Or, because he let a deadly virus run wild",True
14707,IuVo4fnpLC8,"00:16:47,439","00:16:50,141",he was retweeting voter fraud conspiracies again.,True
14708,IuVo4fnpLC8,"00:13:26,738","00:13:29,608","From doubling down on calling the left ""Satan,"" to saying,",True
14709,IuVo4fnpLC8,"00:02:17,937","00:02:20,740",and the opportunity to scream inside a stranger's truck.,True
14710,IuVo4fnpLC8,"00:02:54,139","00:02:57,376",who need a break or the Weimar Republic.,True
14711,IuVo4fnpLC8,"00:17:14,633","00:17:16,502",and it fucking killed them!,True
14712,IuVo4fnpLC8,"00:09:27,032","00:09:29,334",for voter fraud this year has been this,True
14713,IuVo4fnpLC8,"00:02:11,430","00:02:13,065",cheerfully accept the results.,True
14714,IuVo4fnpLC8,"00:12:33,352","00:12:36,688",But the damage of indulging Trump goes even further.,True
14715,IuVo4fnpLC8,"00:16:38,997","00:16:42,901","Except no, time will not tell, time has told!",True
14716,IuVo4fnpLC8,"00:10:52,485","00:10:53,953","So, then they said, ""Okay.",True
14717,IuVo4fnpLC8,"00:12:02,121","00:12:05,324","as president-elect, outgoing Trump officials",False
14718,IuVo4fnpLC8,"00:08:19,665","00:08:21,166",how the vote counting process works,True
14719,IuVo4fnpLC8,"00:11:25,451","00:11:27,185",and they want to keep Trump happy,True
14720,IuVo4fnpLC8,"00:04:04,944","00:04:07,980",an s ski bully who just lost the big race.,True
14721,IuVo4fnpLC8,"00:16:53,979","00:16:56,247",to a presidency that has destroyed so many lives.,True
14722,IuVo4fnpLC8,"00:06:44,770","00:06:46,072",where I was walking...,False
14723,IuVo4fnpLC8,"00:05:43,309","00:05:44,643","In fact, Lindsey Graham,",True
14724,IuVo4fnpLC8,"00:13:44,122","00:13:50,262",Or the wit of...,True
14725,IuVo4fnpLC8,"00:13:40,218","00:13:44,122",It doesn't have the rhetorical flair of...,True
14726,IuVo4fnpLC8,"00:08:42,788","00:08:46,225","One humming the chorus of ""Uptown Girl"" is not evidence of voter fraud.",True
14727,IuVo4fnpLC8,"00:08:53,265","00:08:57,136","If it's just the hat part, that again is not evidence of voter fraud.",True
14728,IuVo4fnpLC8,"00:04:35,007","00:04:37,243","Ooh, that's an excellent question,",True
14729,IuVo4fnpLC8,"00:07:07,526","00:07:11,730",And two people ripping them open and turning and facing the van,False
14730,IuVo4fnpLC8,"00:09:32,170","00:09:35,273",in years there's been a voter fraud arrest.,False
14731,IuVo4fnpLC8,"00:02:38,357","00:02:40,593","the day after that. And yet, Republicans",True
14732,IuVo4fnpLC8,"00:03:21,166","00:03:23,102",And let's start with the frequently made claim,True
14733,IuVo4fnpLC8,"00:01:50,009","00:01:52,078","within his rights to challenge the election results,",True
14734,IuVo4fnpLC8,"00:03:47,126","00:03:48,861","And yes, that is just a sample,",True
14735,IuVo4fnpLC8,"00:10:49,548","00:10:52,485","""Oh, my God, Ezekiel. You suck so much,""",True
14736,IuVo4fnpLC8,"00:03:18,931","00:03:21,166",This really is nothing.,True
14737,IuVo4fnpLC8,"00:14:22,861","00:14:24,096","in charge of ballot-counting,",True
14738,IuVo4fnpLC8,"00:10:21,887","00:10:25,357",that there just happened to be settlers who named their fort,True
14739,IuVo4fnpLC8,"00:00:16,149","00:00:18,651","concerns the election we just had, and believe me,",True
14740,IuVo4fnpLC8,"00:15:02,334","00:15:04,169","People like us.""",False
14741,IuVo4fnpLC8,"00:02:51,804","00:02:54,139",whether the ones asking it are overworked parents,True
14742,IuVo4fnpLC8,"00:10:32,063","00:10:33,432","""What should we call this place?""",True
14743,IuVo4fnpLC8,"00:08:48,894","00:08:51,030","of voter fraud, but only if the person wearing it",True
14744,IuVo4fnpLC8,"00:04:23,696","00:04:27,467","until he passed away in. years later,",False
14745,IuVo4fnpLC8,"00:13:31,777","00:13:34,279",to that Muhammad Ali quote which we could not find,True
14746,IuVo4fnpLC8,"00:16:58,684","00:17:00,418",of those he's claimed to protect.,True
14747,IuVo4fnpLC8,"00:01:57,349","00:01:58,651","should immediately,",False
14748,IuVo4fnpLC8,"00:07:25,077","00:07:26,812",and marked ballots in the parking lot,True
14749,IuVo4fnpLC8,"00:00:12,912","00:00:14,047","with our main story this week,",True
14750,IuVo4fnpLC8,"00:07:14,032","00:07:16,302","And as I walked by, I looked and I go,",False
14751,IuVo4fnpLC8,"00:01:30,123","00:01:31,591",You're the Secretary of State.,True
14752,IuVo4fnpLC8,"00:12:39,291","00:12:40,959",of embattled Trump supporters.,True
14753,IuVo4fnpLC8,"00:03:16,829","00:03:18,931",But the thing is they are.,True
14754,IuVo4fnpLC8,"00:01:14,840","00:01:17,843",Secretary of State Mike Pompeo sent shockwaves,False
14755,IuVo4fnpLC8,"00:10:30,229","00:10:32,063","They built the fort, and one settler said,",True
14756,IuVo4fnpLC8,"00:01:39,732","00:01:42,101","And while some have suggested that Pompeo was joking there,",True
14757,IuVo4fnpLC8,"00:11:04,797","00:11:07,999",I will take that story to my gravy grave.,True
14758,IuVo4fnpLC8,"00:15:21,119","00:15:24,756","""Not my president"" and ""Not the president.""",True
14759,IuVo4fnpLC8,"00:16:19,611","00:16:23,415","just a few hours later, he nearly acknowledged reality.",True
14760,IuVo4fnpLC8,"00:15:57,456","00:16:00,492","because I guarantee, no one else did.",True
14761,IuVo4fnpLC8,"00:10:07,639","00:10:11,043","Just say the words ""Forty Fort"" out loud right now.",True
14762,IuVo4fnpLC8,"00:01:52,078","00:01:53,846",he went on to say this.,True
14763,IuVo4fnpLC8,"00:14:58,897","00:15:02,334","""This is what the Second Amendment is for.",False
14764,IuVo4fnpLC8,"00:04:53,960","00:04:55,661",Agnes Blalock voted,False
